1583006409000 cf373304-9962-40e5-9872-f76cec9ff501 23.550895 37.95292   0 0
1583006418000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.95292   0 0
1583006432000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639713333333336 37.94045333333334 60 15 0 0
1583006439000 cf373304-9962-40e5-9872-f76cec9ff501 23.550891666666665 37.95294   0 0
1583006452000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639711666666667 37.94045333333334 59 15 0 0
1583006454000 f3a31ec9-94d4-4c5f-bffa-88d4ab361b09 23.642068333333334 37.943  181 0 0
1583006469000 cf373304-9962-40e5-9872-f76cec9ff501 23.550900000000002 37.95294   0 0
1583006488000 cf373304-9962-40e5-9872-f76cec9ff501 23.550900000000002 37.95294666666667   0.1 0
1583006492000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639688333333332 37.940450000000006 59 15 0 0
1583006498000 cf373304-9962-40e5-9872-f76cec9ff501 23.550900000000002 37.95295   0 0
1583006509000 cf373304-9962-40e5-9872-f76cec9ff501 23.550895 37.95296333333333   0 0
1583006512000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639688333333332 37.94045833333333 59 15 0 0
1583006529000 cf373304-9962-40e5-9872-f76cec9ff501 23.550883333333335 37.95294333333333   0 0
1583006533000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639689999999998 37.94046166666667 59 15 0 0
1583006548000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.95294   0 0
1583006552000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639688333333332 37.940465 59 15 0 0
1583006558000 cf373304-9962-40e5-9872-f76cec9ff501 23.550883333333335 37.95293   0 0
1583006569000 cf373304-9962-40e5-9872-f76cec9ff501 23.550883333333335 37.952933333333334   0 0
1583006572000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639683333333334 37.940468333333335 59 15 0 0
1583006579000 cf373304-9962-40e5-9872-f76cec9ff501 23.55087166666667 37.95292666666667   0.2 0
1583006580000 7e5bea89-7686-479e-bc58-a23295ac6f9a 23.622698333333336 37.94086666666667 154 94 0 0
1583006589000 cf373304-9962-40e5-9872-f76cec9ff501 23.550863333333332 37.95292666666667   0.1 0
1583006593000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639681666666668 37.940465 59 15 0 0
1583006609000 cf373304-9962-40e5-9872-f76cec9ff501 23.550875 37.95292666666667   0 0
1583006612000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639685 37.94046166666667 59 15 0 0
1583006629000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.95294333333333   0.1 0
1583006633000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639685 37.940465 59 15 0 0
1583006634000 f3a31ec9-94d4-4c5f-bffa-88d4ab361b09 23.642068333333334 37.942998333333335  316 0 0
1583006639000 cf373304-9962-40e5-9872-f76cec9ff501 23.550883333333335 37.95294333333333   0.2 0
1583006649000 cf373304-9962-40e5-9872-f76cec9ff501 23.55088 37.95295   0 0
1583006653000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639683333333334 37.94047333333333 59 15 0 0
1583006659000 cf373304-9962-40e5-9872-f76cec9ff501 23.550875 37.952956666666665   0.1 0
1583006669000 cf373304-9962-40e5-9872-f76cec9ff501 23.550883333333335 37.95294333333333   0 0
1583006672000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639681666666668 37.940475 59 15 0 0
1583006678000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.95294   0 0
1583006689000 cf373304-9962-40e5-9872-f76cec9ff501 23.550883333333335 37.95294666666667   0 0
1583006693000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639681666666668 37.940475 59 15 0 0
1583006698000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.952956666666665   0 0
1583006709000 cf373304-9962-40e5-9872-f76cec9ff501 23.550891666666665 37.95296333333333   0 0
1583006713000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639681666666668 37.94047 59 15 0 0
1583006729000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.95297666666667   0 0
1583006732000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639681666666668 37.940466666666666 59 15 0 0
1583006738000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.95297666666667   0 0
1583006749000 cf373304-9962-40e5-9872-f76cec9ff501 23.550883333333335 37.952980000000004   0 0
1583006753000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639685 37.940465 59 15 0 0
1583006758000 cf373304-9962-40e5-9872-f76cec9ff501 23.550875 37.952980000000004   0.1 0
1583006761000 7e5bea89-7686-479e-bc58-a23295ac6f9a 23.622691666666665 37.940865 154 186 0.1 0
1583006769000 cf373304-9962-40e5-9872-f76cec9ff501 23.550875 37.95297666666667   0 0
1583006773000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639689999999998 37.940465 59 15 0 0
1583006779000 cf373304-9962-40e5-9872-f76cec9ff501 23.55087166666667 37.95297   0 0
1583006789000 cf373304-9962-40e5-9872-f76cec9ff501 23.550866666666664 37.95296666666666   0 0
1583006792000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639691666666668 37.94046 59 15 0 0
1583006809000 cf373304-9962-40e5-9872-f76cec9ff501 23.55087166666667 37.95294333333333   0 0
1583006813000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639695 37.94045666666667 59 15 0 0
1583006815000 f3a31ec9-94d4-4c5f-bffa-88d4ab361b09 23.642066666666665 37.942993333333334  230 0 0
1583006818000 cf373304-9962-40e5-9872-f76cec9ff501 23.550875 37.95294333333333   0 0
1583006829000 cf373304-9962-40e5-9872-f76cec9ff501 23.55087166666667 37.95293   0 0
1583006831000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639713333333336 37.940466666666666 59 15 0 0
1583006839000 cf373304-9962-40e5-9872-f76cec9ff501 23.55087166666667 37.95292666666667   0 0
1583006849000 cf373304-9962-40e5-9872-f76cec9ff501 23.55087166666667 37.95292333333334   0.1 0
1583006852000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.63971666666667 37.94047333333333 59 15 0 0
1583006858000 cf373304-9962-40e5-9872-f76cec9ff501 23.550866666666664 37.95293   0 0
1583006869000 cf373304-9962-40e5-9872-f76cec9ff501 23.550858333333334 37.95294333333333   0 0
1583006873000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.63971666666667 37.94047333333333 59 15 0 0
1583006878000 cf373304-9962-40e5-9872-f76cec9ff501 23.550858333333334 37.95294666666667   0 0
1583006891000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639721666666667 37.940450000000006 59 15 0 0
1583006899000 cf373304-9962-40e5-9872-f76cec9ff501 23.550858333333334 37.952956666666665   0 0
1583006909000 cf373304-9962-40e5-9872-f76cec9ff501 23.550866666666664 37.952956666666665   0 0
1583006912000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639725 37.94044333333333 59 15 0 0
1583006932000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639721666666667 37.94043833333333 59 15 0 0
1583006940000 7e5bea89-7686-479e-bc58-a23295ac6f9a 23.622698333333336 37.940870000000004 154 305 0.1 0
1583006949000 cf373304-9962-40e5-9872-f76cec9ff501 23.550900000000002 37.952933333333334   0 0
1583006959000 cf373304-9962-40e5-9872-f76cec9ff501 23.550895 37.95294   0 0
1583006969000 cf373304-9962-40e5-9872-f76cec9ff501 23.550891666666665 37.95295   0.1 0
1583006972000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.63973 37.940425 59 15 0 0
1583006978000 cf373304-9962-40e5-9872-f76cec9ff501 23.550891666666665 37.95296666666666   0 0
1583006989000 cf373304-9962-40e5-9872-f76cec9ff501 23.550895 37.95298666666667   0 0
1583006992000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639733333333332 37.940421666666666 59 15 0 0
1583006994000 f3a31ec9-94d4-4c5f-bffa-88d4ab361b09 23.642068333333334 37.942993333333334  134 0 0
1583007009000 cf373304-9962-40e5-9872-f76cec9ff501 23.550900000000002 37.952980000000004   0.2 0
1583007019000 cf373304-9962-40e5-9872-f76cec9ff501 23.550895 37.95297666666667   0 0
1583007029000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.952980000000004   0 0
1583007032000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639725 37.940425 59 15 0 0
1583007038000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.952983333333336   0 0
1583007049000 cf373304-9962-40e5-9872-f76cec9ff501 23.550891666666665 37.952983333333336   0.2 0
1583007052000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.63972 37.94043833333333 59 15.2 0.1 0
1583007069000 cf373304-9962-40e5-9872-f76cec9ff501 23.550895 37.95297   0 0
1583007071000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.63972 37.940435 59 11.1 0.1 0
1583007079000 cf373304-9962-40e5-9872-f76cec9ff501 23.550895 37.95296333333333   0.1 0
1583007088000 cf373304-9962-40e5-9872-f76cec9ff501 23.550891666666665 37.95296   0 0
1583007092000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.63972 37.94042833333333 59 13.7 0.1 0
1583007109000 cf373304-9962-40e5-9872-f76cec9ff501 23.550888333333333 37.95296   0.2 0
1583007129000 cf373304-9962-40e5-9872-f76cec9ff501 23.550891666666665 37.95293   0.1 0
1583007131000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.63972 37.940423333333335 59 3.4 0.1 0
1583007139000 cf373304-9962-40e5-9872-f76cec9ff501 23.550891666666665 37.95293   0.1 0
1583007152000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639713333333336 37.94042833333333 59 359.8 0.1 0
1583007158000 cf373304-9962-40e5-9872-f76cec9ff501 23.550900000000002 37.952956666666665   0 0
1583007169000 cf373304-9962-40e5-9872-f76cec9ff501 23.550903333333334 37.95294666666667   0 0
1583007174000 f3a31ec9-94d4-4c5f-bffa-88d4ab361b09 23.642068333333334 37.942998333333335  218 0 0
1583007178000 cf373304-9962-40e5-9872-f76cec9ff501 23.550903333333334 37.95295   0 0
1583007189000 cf373304-9962-40e5-9872-f76cec9ff501 23.550911666666664 37.95296   0 0
1583007192000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639703333333333 37.940439999999995 59 0.7 0.1 0
1583007208000 cf373304-9962-40e5-9872-f76cec9ff501 23.550925 37.952956666666665   0 0
1583007213000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639713333333336 37.94043833333333 59 14 0 0
1583007218000 cf373304-9962-40e5-9872-f76cec9ff501 23.550931666666667 37.95295   0 0
1583007229000 cf373304-9962-40e5-9872-f76cec9ff501 23.550931666666667 37.95294666666667   0 0
1583007232000 770952c6-b74e-4f7f-92be-64d2bbbfd61c 23.639721666666667 37.94043833333333 59 77.2 0.1 0
1583007238000 cf373304-9962-40e5-9872-f76cec9ff501 23.550925 37.95295   0 0
1583007249000 cf373304-9962-40e5-9872-f76cec9ff501 23.55092 37.952956666666665   0 0
