1583006402000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668645 37.93977333333333   0 0
1583006413000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668645 37.939771666666665   0.1 0
1583006418000 8fa97e1e-b718-4732-89a4-2c3355ac573e 23.684978333333333 37.930573333333335  290.6 0 0
1583006422000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.939769999999996   0 0
1583006442000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.939771666666665   0.1 0
1583006449000 4dc076b7-68a4-435a-819f-e2311bd252d1 23.681896666666667 37.93315333333333  196.9 0.1 0
1583006453000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.93976833333333   0 0
1583006464000 7825cdc8-0e8b-472e-8c2d-2601367720a2 23.683868333333333 37.930385  0 0 0
1583006473000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668648333333334 37.939766666666664   0 0
1583006482000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.939766666666664   0 0
1583006502000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.939766666666664   0 0
1583006513000 5c144cb0-0fb9-4d18-a7ec-19e133ac00fe 23.68548666666667 37.938871666666664  204.6 0 0
1583006513000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.939766666666664   0 0
1583006522000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668645 37.939766666666664   0.1 0
1583006533000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668648333333334 37.939766666666664   0 0
1583006542000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668648333333334 37.939766666666664   0 0
1583006562000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668651666666666 37.939766666666664   0 0
1583006593000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.93976833333333   0.2 0
1583006597000 8fa97e1e-b718-4732-89a4-2c3355ac573e 23.685006666666666 37.930614999999996  290.6 0.1 0
1583006601000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.93976833333333   0.1 0
1583006612000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668648333333334 37.93976833333333   0.1 0
1583006622000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66865 37.93976833333333   0.2 0
1583006630000 4dc076b7-68a4-435a-819f-e2311bd252d1 23.681935 37.93320833333333  196.9 0 0
1583006633000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66865 37.93976833333333   0.1 0
1583006642000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939766666666664   0 0
1583006645000 7825cdc8-0e8b-472e-8c2d-2601367720a2 23.683856666666667 37.930405  0 0 0
1583006653000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.93976833333333   0.1 0
1583006672000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939771666666665   0 0
1583006693000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66865 37.939769999999996   0 0
1583006702000 5c771c66-3d0e-46c4-b0c6-ce2471a43459 23.647566666666666 37.93759333333333  18 0 0
1583006704000 7bd345cf-dc15-40d1-b75e-62707caded36 23.649495 37.93127833333333   0 0
1583006719000 39883605-fa38-49ea-b60c-6a17b72e3427 23.680415 37.93131666666667  0 0 0
1583006721000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.93976833333333   0.1 0
1583006732000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939771666666665   0 0
1583006741000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.93977333333333   0 0
1583006752000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668655 37.939775000000004   0 0
1583006762000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668655 37.939775000000004   0 0
1583006772000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939775000000004   0 0
1583006777000 8fa97e1e-b718-4732-89a4-2c3355ac573e 23.685033333333333 37.93062  290.6 0 0
1583006781000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939775000000004   0 0
1583006792000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939771666666665   0 0
1583006801000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939771666666665   0 0
1583006809000 4dc076b7-68a4-435a-819f-e2311bd252d1 23.681919999999998 37.93320333333334  196.9 0 0
1583006812000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66865 37.939775000000004   0.1 0
1583006822000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66865 37.939775000000004   0 0
1583006826000 7825cdc8-0e8b-472e-8c2d-2601367720a2 23.683856666666667 37.930386666666664  0 0 0
1583006832000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.93977333333333   0.1 0
1583006841000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668656666666667 37.939775000000004   0.1 0
1583006852000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668655 37.93977833333334   0 0
1583006861000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668656666666667 37.93977666666667   0 0
1583006872000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668656666666667 37.939775000000004   0 0
1583006882000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668655 37.93977666666667   0 0
1583006892000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.93977666666667   0.1 0
1583006900000 39883605-fa38-49ea-b60c-6a17b72e3427 23.680408333333332 37.93132  0 0 0
1583006901000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668656666666667 37.939775000000004   0 0
1583006912000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668655 37.93977333333333   0 0
1583006932000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668651666666666 37.939771666666665   0.1 0
1583006942000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66865 37.939769999999996   0 0
1583006952000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66865 37.939769999999996   0.1 0
1583006958000 8fa97e1e-b718-4732-89a4-2c3355ac573e 23.685045 37.93062333333333  290.6 0 0
1583006961000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.939771666666665   0.1 0
1583006972000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.939771666666665   0 0
1583006981000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668648333333334 37.939771666666665   0 0
1583006991000 4dc076b7-68a4-435a-819f-e2311bd252d1 23.681938333333335 37.93320333333334  196.9 0 0
1583006992000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668646666666667 37.939771666666665   0 0
1583007005000 7825cdc8-0e8b-472e-8c2d-2601367720a2 23.683846666666668 37.9304  0 0 0
1583007012000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66865 37.939769999999996   0.1 0
1583007021000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939766666666664   0.1 0
1583007031000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939765   0 0
1583007041000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668653333333335 37.939765   0.1 0
1583007052000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668655 37.939766666666664   0 0
1583007062000 7bd345cf-dc15-40d1-b75e-62707caded36 23.649493333333332 37.93130166666666   0.1 0
1583007062000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668656666666667 37.939765   0.1 0
1583007072000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668658333333333 37.93976333333333   0 0
1583007079000 39883605-fa38-49ea-b60c-6a17b72e3427 23.680431666666667 37.93131666666667  0 0 0
1583007081000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.668658333333333 37.93976   0 0
1583007091000 df0fd6f7-2a46-4ff3-a2b3-278b5019f298 23.66866 37.93976   0 0
