1583006402000 ed5e8ae2-b24e-4f84-90ce-39c5cca5a163 23.61234 37.95782833333333  101.1 0.1 0
1583006406000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.60995 37.87798333333333  167.3 9.3 0
1583006411000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611805 37.95769333333333  66.4 0.2 0
1583006421000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611805 37.95769333333333  156.4 0 0
1583006422000 ed5e8ae2-b24e-4f84-90ce-39c5cca5a163 23.612336666666668 37.957829999999994  25.9 0.1 0
1583006431000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611805 37.957694999999994  123.5 0 0
1583006437000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.610333333333333 37.876666666666665  166.8 9.3 0
1583006442000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611806666666666 37.95769666666667  134.9 0 0
1583006443000 ed5e8ae2-b24e-4f84-90ce-39c5cca5a163 23.612338333333334 37.95782666666666  6.1 0 0
1583006447000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.61045 37.87623333333333  166.9 9.3 0
1583006452000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611806666666666 37.95769666666667  87 0 0
1583006461000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611806666666666 37.957694999999994  105.4 0 0
1583006471000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611806666666666 37.957694999999994  180.1 0.1 0
1583006477000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.610816666666665 37.874966666666666  167.4 9.3 0
1583006482000 ed5e8ae2-b24e-4f84-90ce-39c5cca5a163 23.61235 37.95781  152.1 0.1 0
1583006487000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.610916666666665 37.8746  167.8 9.3 0
1583006491000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611808333333332 37.957694999999994  96.8 0.1 0
1583006507000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.611150000000002 37.8737  167.9 9.3 0
1583006512000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611808333333332 37.95769333333333  137.3 0 0
1583006515000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.611216666666667 37.87336666666667  168.3 9.3 0
1583006522000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611808333333332 37.95769333333333  120.5 0.1 0
1583006522000 ed5e8ae2-b24e-4f84-90ce-39c5cca5a163 23.612334999999998 37.957829999999994  133.7 0.1 0
1583006526000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.611333333333334 37.872899999999994  168.8 9.3 0
1583006531000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611808333333332 37.957694999999994  16.1 0 0
1583006536000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.61143333333333 37.872483333333335  168.8 9.3 0
1583006541000 18a10fab-f282-4455-a3c6-15b2c405d581 23.611808333333332 37.957694999999994  136.3 0 0
1583006546000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.611566666666665 37.87206666666667  167.9 9.3 0
1583006551000 18a10fab-f282-4455-a3c6-15b2c405d581 23.61181 37.957694999999994  251.5 0 0
1583006562000 18a10fab-f282-4455-a3c6-15b2c405d581 23.61181 37.95769666666667  283.3 0 0
1583006572000 18a10fab-f282-4455-a3c6-15b2c405d581 23.61181 37.95769666666667  105.6 0.1 0
1583006575000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.6119 37.870850000000004  168.1 9.2 0
1583006582000 ed5e8ae2-b24e-4f84-90ce-39c5cca5a163 23.612331666666666 37.95783666666667  77.8 0 0
1583006591000 18a10fab-f282-4455-a3c6-15b2c405d581 23.61181 37.95769666666667  151.8 0.1 0
1583006596000 08af8eb0-dc60-45f9-96b0-e5ee3c95aa4a 23.612133333333336 37.86996666666666  167.6 9.2 0
