1583006465000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612759999999998 37.95816333333333  331.2 0.1 0
1583006646000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612818333333333 37.95821333333333  292.2 0.2 0
1583006826000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.61282333333333 37.958263333333335  263.5 0.1 0
1583007006000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612843333333334 37.95827666666666  258.8 0.1 0
1583007186000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612836666666666 37.958288333333336  254 0.1 0
1583007366000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612804999999998 37.95825166666667  251.4 0 0
1583008086000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.61283166666667 37.958263333333335  276.3 0 0
1583008267000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612841666666668 37.95827  270.4 0.1 0
1583008627000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.61282333333333 37.95826666666667  267 0 0
1583008807000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612735 37.95823333333333  302.7 0.1 0
1583008987000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612755 37.95819166666667  324.6 0 0
1583009167000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612748333333332 37.958245000000005  322 0 0
1583009347000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612848333333332 37.958286666666666  291.9 0.1 0
1583009527000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.61283 37.958295  279.4 0.1 0
1583009887000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612826666666667 37.958261666666665  276.3 0 0
1583010248000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612858333333335 37.958286666666666  306.5 0.1 0
1583010428000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612825 37.95824666666667  343.5 0.1 0
1583010608000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612836666666666 37.95825333333333  359 0 0
1583010968000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.61282333333333 37.958234999999995  34.4 0.1 0
1583011148000 744375d4-251a-4e82-a7c5-d1b99c3363ff 23.612804999999998 37.95830333333333  52.8 0.1 0
