1583006423000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548783333333333 37.95030333333333 156 260.4 0.1 0
1583006603000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548755000000003 37.95028833333333 156 267.1 0.1 0
1583006783000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548776666666665 37.9503 156 248.5 0 0
1583006963000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548785000000002 37.95031166666667 155 226.3 0 0
1583007144000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548775 37.95030333333333 155 252.5 0.1 0
1583007324000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548778333333335 37.9503 156 250.2 0.1 0
1583007504000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548791666666666 37.950305 156 259.3 0.1 0
1583007684000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548793333333332 37.95031166666667 156 255.1 0.2 0
1583008404000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548791666666666 37.95030166666666 156 272 0.1 0
1583008764000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548793333333332 37.950320000000005 157 229.7 0.1 0
1583008945000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.54878666666667 37.9503 156 248.6 0.1 0
1583009484000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548785000000002 37.950293333333335 155 282.9 0 0
1583009664000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548758333333335 37.95029833333333 156 260.2 0 0
1583009845000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548765 37.95030833333333 156 267.1 0.1 0
1583010745000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548791666666666 37.950309999999995 156 266.6 0.1 0
1583010926000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548771666666667 37.95030166666666 156 267 0.1 0
1583011106000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548761666666667 37.95029 156 274.5 0.1 0
1583011465000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.54875333333333 37.950309999999995 156 254 0 0
1583011645000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.54876 37.95032666666667 156 254.2 0 0
1583011825000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548788333333334 37.95027833333334 156 247.8 0.1 0
1583012005000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548766666666666 37.950315 156 227.2 0 0
1583012186000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548773333333333 37.950309999999995 155 232.1 0.1 0
1583012366000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548811666666666 37.95029 156 257.9 0.1 0
1583012547000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548791666666666 37.95033333333333 156 249.2 0.1 0
1583012726000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548785000000002 37.9503 157 243.7 0.1 0
1583012906000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548758333333335 37.950309999999995 156 226.9 0 0
1583013446000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548775 37.95030166666666 156 289.2 0.1 0
1583013626000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.54877 37.95033 156 276.8 0.1 0
1583013987000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548775 37.950313333333334 156 295.5 0 0
1583014167000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548785000000002 37.95030166666666 155 273 0 0
1583014527000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548773333333333 37.950309999999995 156 219.4 0.1 0
1583014707000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548778333333335 37.95027 156 249.5 0.1 0
1583014887000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.54878 37.9503 156 235.1 0.1 0
1583015248000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548773333333333 37.95033166666666 156 230 0 0
1583015427000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.54876 37.95028833333333 156 232.2 0 0
1583015608000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548785000000002 37.95028333333333 157 236 0.1 0
1583015787000 1153da34-9fbe-4a2d-b1d4-89365304ff9c 23.548765 37.950335 156 233.6 0 0
