1583006403000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605578333333334 37.95637333333333  112 0 0
1583006413000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605578333333334 37.95637  112 0 0
1583006422000 28e3c6b9-8aaa-43c8-8a02-e475a7bbdb76 23.683415 37.93054666666667 326  0 0
1583006424000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605585 37.95637  112 0 0
1583006428000 28e3c6b9-8aaa-43c8-8a02-e475a7bbdb76 23.68341333333333 37.93054666666667 326  0 0
1583006433000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605593333333335 37.95636666666667  112 0 0
1583006463000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605588333333333 37.95635166666667  112 0 0
1583006471000 a696a4ed-dbfb-4679-a50f-dfaa6bd85ce3 23.703728333333334 37.910896666666666  157.8 0 0
1583006473000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.60559 37.95635  112 0 0
1583006481000 a78a8111-d13c-4fe7-952c-f1b50f2b71d5 23.64670166666667 37.93704666666667  85 0 0
1583006484000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605586666666667 37.95634666666667  112 0 0
1583006513000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605595 37.95634833333334  112 0 0
1583006523000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605595 37.95635333333333  112 0 0
1583006548000 0c462192-7748-4c40-bb04-38d8563e5e0c 23.680993333333333 37.93534  253.4 0.1 0
1583006553000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.60558 37.95634833333334  112 0 0
1583006563000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605583333333335 37.95635  112 0 0
1583006592000 fb3b899a-5a70-4542-8527-682dffa485c9 23.670096666666666 37.94070833333333   1.6 0
1583006603000 28e3c6b9-8aaa-43c8-8a02-e475a7bbdb76 23.68341 37.93055833333334 316  0 0
1583006622000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.60558 37.95635166666667  112 0 0
1583006622000 fb3b899a-5a70-4542-8527-682dffa485c9 23.670129999999997 37.940688333333334   0.1 0
1583006633000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605586666666667 37.956355  112 0 0
1583006652000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605576666666664 37.956355  112 0 0
1583006661000 a78a8111-d13c-4fe7-952c-f1b50f2b71d5 23.646708333333333 37.93705  85 0 0
1583006664000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605574999999998 37.95635166666667  112 0 0
1583006673000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605573333333332 37.956365  112 0 0
1583006694000 5c144cb0-0fb9-4d18-a7ec-19e133ac00fe 23.68547166666667 37.938856666666666  204.6 0 0
1583006703000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.60559 37.956363333333336  112 0 0
1583006712000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605583333333335 37.95637  112 0 0
1583006724000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605583333333335 37.95635166666667  112 0 0
1583006733000 0c462192-7748-4c40-bb04-38d8563e5e0c 23.68107 37.93546333333334  8.3 0.1 0
1583006733000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605574999999998 37.956345000000006  112 0 0
1583006743000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605574999999998 37.95634833333334  112 0 0
1583006753000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605573333333332 37.956358333333334  112 0 0
1583006763000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605563333333336 37.95635166666667  112 0 0
1583006771000 ada3303a-8831-40cd-90de-7aa0bba18146 23.592738333333333 37.95010166666667  88.1 9.3 0
1583006772000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605565000000002 37.956355  112 0 0
1583006781000 ada3303a-8831-40cd-90de-7aa0bba18146 23.593281666666666 37.95014666666667  84.2 9.3 0
1583006783000 28e3c6b9-8aaa-43c8-8a02-e475a7bbdb76 23.68341333333333 37.930551666666666 303  0 0
1583006784000 1fe00389-be92-4281-bc0e-7d8e2fb7fe06 23.605566666666668 37.95636666666667  112 0 0
1583006790000 ada3303a-8831-40cd-90de-7aa0bba18146 23.593766666666667 37.95021  81.4 9.3 0
