1447102975000 311027900 -4.7901335 48.27298 0 0 0 0
1447102982000 311027900 -4.7894435 48.27316 0 0 0 0
1447102988000 311027900 -4.7888465 48.273308 0 0 0 0
1447102993000 311027900 -4.788355 48.273434 0 0 0 0
1447103000000 311027900 -4.787668 48.273605 0 0 0 0
1447103005000 311027900 -4.7871833 48.273735 0 0 0 0
1447103012000 311027900 -4.786502 48.273907 0 0 0 0
1447103018000 311027900 -4.785918 48.27405 0 0 0 0
1447103025000 311027900 -4.78534 48.274208 0 0 0 0
1447103030000 311027900 -4.7847586 48.27435 0 0 0 0
1447103035000 311027900 -4.78428 48.274475 0 0 0 0
1447103041000 227598930 -2.0323684 47.290848 0 0 0 0
1447103042000 311027900 -4.7836084 48.274635 0 0 0 0
1447103048000 311027900 -4.7830334 48.274788 0 0 0 0
1447103053000 311027900 -4.782552 48.2749 0 0 0 0
1447103060000 311027900 -4.7818885 48.275074 0 0 0 0
1447103065000 311027900 -4.781407 48.27519 0 0 0 0
1447103071000 311027900 -4.78074 48.275352 0 0 0 0
1447103078000 311027900 -4.780172 48.275494 0 0 0 0
1447103083000 311027900 -4.779703 48.27562 0 0 0 0
1447103090000 311027900 -4.77904 48.275787 0 0 0 0
1447103095000 311027900 -4.778565 48.275894 0 0 0 0
1447103102000 311027900 -4.7779036 48.276035 0 0 0 0
1447103102000 311027900 -4.7779036 48.276035 0 0 0 0
1447103108000 311027900 -4.7773266 48.276142 0 0 0 0
1447103113000 311027900 -4.7768517 48.27624 0 0 0 0
1447103120000 311027900 -4.776195 48.276394 0 0 0 0
1447103125000 311027900 -4.775727 48.2765 0 0 0 0
1447103131000 311027900 -4.7750683 48.27665 0 0 0 0
1447103137000 311027900 -4.774598 48.27675 0 0 0 0
1447103142000 227598930 -2.0323684 47.290848 0 0 0 0
1447103143000 311027900 -4.774035 48.276867 0 0 0 0
1447103150000 311027900 -4.7733717 48.277 0 0 0 0
1447103152000 227598930 -2.0323684 47.290848 0 0 0 0
1447103155000 311027900 -4.7729015 48.2771 0 0 0 0
1447103156000 311027900 -4.7729015 48.2771 0 0 0 0
1447103162000 227598930 -2.0323684 47.290848 0 0 0 0
1447103162000 311027900 -4.7722383 48.277225 0 0 0 0
1447103162000 311027900 -4.7722383 48.277225 0 0 0 0
1447103168000 311027900 -4.771682 48.277355 0 0 0 0
1447103168000 311027900 -4.771682 48.277355 0 0 0 0
1447103173000 311027900 -4.7712116 48.277443 0 0 0 0
1447103180000 311027900 -4.7705584 48.27758 0 0 0 0
1447103180000 311027900 -4.7705584 48.27758 0 0 0 0
1447103181000 227598930 -2.0323684 47.290848 0 0 0 0
1447103186000 311027900 -4.7699966 48.277695 0 0 0 0
1447103186000 311027900 -4.7699966 48.277695 0 0 0 0
1447103191000 227598930 -2.0323684 47.290848 0 0 0 0
1447103191000 311027900 -4.7694435 48.27781 0 0 0 0
1447103198000 311027900 -4.7689767 48.2779 0 0 0 0
1447103198000 311027900 -4.7689767 48.2779 0 0 0 0
1447103201000 227598930 -2.0323684 47.290848 0 0 0 0
1447103203000 311027900 -4.7684216 48.27802 0 0 0 0
1447103204000 311027900 -4.7684216 48.27802 0 0 0 0
1447103209000 311027900 -4.76787 48.278126 0 0 0 0
1447103209000 311027900 -4.76787 48.278126 0 0 0 0
1447103212000 227598930 -2.0323684 47.290848 0 0 0 0
1447103215000 311027900 -4.767317 48.278236 0 0 0 0
1447103216000 311027900 -4.767317 48.278236 0 0 0 0
1447103222000 311027900 -4.76667 48.27837 0 0 0 0
1447103228000 311027900 -4.7661233 48.27848 0 0 0 0
1447103228000 311027900 -4.7661233 48.27848 0 0 0 0
1447103232000 227598930 -2.0323684 47.290848 0 0 0 0
1447103233000 311027900 -4.7656684 48.278576 0 0 0 0
1447103240000 311027900 -4.7650266 48.278713 0 0 0 0
1447103240000 311027900 -4.7650266 48.278713 0 0 0 0
1447103241000 227598930 -2.0323684 47.290848 0 0 0 0
1447103246000 311027900 -4.7644835 48.27882 0 0 0 0
1447103252000 311027900 -4.763942 48.278927 0 0 0 0
1447103252000 311027900 -4.763942 48.278927 0 0 0 0
1447103258000 311027900 -4.7634835 48.27902 0 0 0 0
1447103261000 227598930 -2.0323684 47.290848 0 0 0 0
1447103263000 311027900 -4.7629433 48.279125 0 0 0 0
1447103263000 311027900 -4.7629433 48.279125 0 0 0 0
1447103269000 311027900 -4.762405 48.279232 0 0 0 0
1447103270000 311027900 -4.762405 48.279232 0 0 0 0
1447103272000 227598930 -2.0323684 47.290848 0 0 0 0
1447103275000 311027900 -4.761865 48.279346 0 0 0 0
1447103276000 311027900 -4.761865 48.279346 0 0 0 0
1447103282000 227598930 -2.0323684 47.290848 0 0 0 0
1447103282000 311027900 -4.761235 48.279472 0 0 0 0
1447103282000 311027900 -4.761235 48.279472 0 0 0 0
1447103288000 311027900 -4.7607036 48.27958 0 0 0 0
1447103288000 311027900 -4.7607036 48.27958 0 0 0 0
1447103292000 227598930 -2.0323684 47.290848 0 0 0 0
1447103294000 311027900 -4.760258 48.279667 0 0 0 0
1447103300000 311027900 -4.75963 48.279797 0 0 0 0
1447103300000 311027900 -4.75963 48.279797 0 0 0 0
1447103306000 311027900 -4.759102 48.279907 0 0 0 0
1447103306000 311027900 -4.759102 48.279907 0 0 0 0
1447103311000 311027900 -4.7585735 48.280014 0 0 0 0
1447103312000 227598930 -2.0323684 47.290848 0 0 0 0
1447103317000 311027900 -4.758128 48.280098 0 0 0 0
1447103317000 311027900 -4.758128 48.280098 0 0 0 0
1447103324000 311027900 -4.7575135 48.28022 0 0 0 0
1447103329000 311027900 -4.7570767 48.280304 0 0 0 0
1447103329000 311027900 -4.7570767 48.280304 0 0 0 0
1447103331000 227598930 -2.0323684 47.290848 0 0 0 0
1447103335000 311027900 -4.75655 48.280407 0 0 0 0
1447103342000 311027900 -4.7559385 48.280525 0 0 0 0
1447103342000 311027900 -4.7559385 48.280525 0 0 0 0
1447103348000 311027900 -4.7554183 48.28063 0 0 0 0
1447103352000 227598930 -2.0323684 47.290848 0 0 0 0
1447103360000 311027900 -4.7543817 48.280838 0 0 0 0
1447103366000 311027900 -4.7538633 48.280933 0 0 0 0
1447103366000 311027900 -4.7538633 48.280933 0 0 0 0
1447103372000 227598930 -2.0323684 47.290848 0 0 0 0
1447103372000 311027900 -4.75335 48.28104 0 0 0 0
1447103377000 311027900 -4.75292 48.28112 0 0 0 0
1447103378000 311027900 -4.75292 48.28112 0 0 0 0
1447103384000 311027900 -4.7523284 48.281242 0 0 0 0
1447103389000 311027900 -4.7519035 48.281326 0 0 0 0
1447103391000 227598930 -2.0323684 47.290848 0 0 0 0
1447103393000 311027900 -4.751565 48.281395 0 0 0 0
1447103396000 311027900 -4.751312 48.281452 0 0 0 0
1447103402000 311027900 -4.7508016 48.281548 0 0 0 0
1447103402000 311027900 -4.7508016 48.281548 0 0 0 0
1447103403000 311027900 -4.7507167 48.281563 0 0 0 0
